eventID,hr,rawData,label
21569,114,975.524475,0
21569,114,997.171997,0
21569,114,1008.452271,0
21569,114,1009.245239,0
21569,114,1017.259033,0
21569,114,1002.189575,0
21569,114,1006.411438,0
21569,114,993.587463,0
21569,114,1005.234314,0
21569,114,999.984009,0
21569,114,1001.03949,0
21569,114,1012.671692,0
21569,114,1016.220459,0
21569,114,1009.467163,0
21569,114,1001.926147,0
21569,114,989.448303,0
21569,114,1002.429077,0
21569,114,1033.765991,0
21569,114,1013.713989,0
21569,114,1010.322693,0
21569,114,999.239685,0
21569,114,993.506897,0
21569,114,1008.975708,0
21569,114,1020.956421,0
21569,114,1008.428467,0
21569,114,973.274902,0
21569,114,1009.625671,0
21569,114,1003.657288,0
21569,114,1021.794495,0
21569,114,1016.669067,0
21569,114,996.06427,0
21569,114,994.60144,0
21569,114,1055.833374,0
21569,114,1035.729736,0
21569,114,1003.713135,0
21569,114,1043.88501,0
21569,114,1062.118652,0
21569,114,1030.960693,0
21569,114,1027.314941,0
21569,114,1004.135437,0
21569,114,976.802979,0
21569,114,965.699768,0
21569,114,963.078369,0
21569,114,950.797546,0
21569,114,941.377686,0
21569,114,960.749695,0
21569,114,1002.365173,0
21569,114,1019.18396,0
21569,114,1014.061157,0
21569,114,993.708191,0
21569,114,1021.105286,0
21569,114,1039.799927,0
21569,114,1047.557129,0
21569,114,1052.380127,0
21569,114,1020.533203,0
21569,113,993.981873,0
21569,113,984.300781,0
21569,113,981.704651,0
21569,113,1004.254944,0
21569,113,1016.873657,0
21569,113,984.820801,0
21569,113,973.685791,0
21569,113,984.211365,0
21569,113,995.839355,0
21569,113,1020.345032,0
21569,113,1017.306274,0
21569,113,984.495789,0
21569,113,998.502869,0
21569,113,1010.267273,0
21569,113,1035.830078,0
21569,113,1018.34375,0
21569,113,1000.935547,0
21569,113,998.182373,0
21569,113,980.130615,0
21569,113,998.310547,0
21569,113,1008.047607,0
21569,113,1006.323975,0
21569,113,998.150269,0
21569,113,1001.926147,0
21569,113,1008.523682,0
21569,113,981.639465,0
21569,113,994.553162,0
21569,113,990.983337,0
21569,113,996.385498,0
21569,113,1000.391907,0
21569,113,1003.681213,0
21569,113,1017.455627,0
21569,113,1010.203918,0
21569,113,1006.252441,0
21569,113,983.821106,0
21569,113,988.526184,0
21569,113,993.981873,0
21569,113,991.362671,0
21569,113,998.342651,0
21569,113,999.143616,0
21569,113,983.918701,0
21569,113,971.415466,0
21569,113,963.335876,0
21569,113,1010.710632,0
21569,113,1033.069214,0
21569,113,1048.77832,0
21569,113,1070.356934,0
21569,113,1042.228394,0
21569,113,982.7146,0
21569,113,967.917358,0
21569,113,983.007629,0
21569,113,989.844421,0
21569,113,1003.314514,0
21569,113,1001.422974,0
21569,113,1028.871216,0
21569,113,999.567932,0
21569,113,988.396667,0
21569,113,992.338623,0
21569,113,1005.600342,0
21569,113,987.514038,0
21569,113,1022.35022,0
21569,113,1021.026917,0
21569,113,1000.975525,0
21569,113,1029.842651,0
21569,113,1025.514526,0
21569,113,1007.301331,0
21569,113,1023.531128,0
21569,113,1008.706116,0
21569,113,957.7724,0
21569,113,976.802979,0
21569,113,1036.486328,0
21569,113,1057.46106,0
21569,113,1072.104492,0
21569,113,959.774963,0
21569,113,994.71405,0
21569,113,1001.966064,0
21569,113,953.855347,0
21569,113,981.019897,0
21569,113,984.536438,0
21569,113,997.605103,0
21569,113,1001.542786,0
21569,113,1038.414185,0
21569,113,1032.54248,0
21569,113,978.660278,0
21569,113,965.13623,0
21569,113,958.71582,0
21569,113,992.612732,0
21569,113,1040.453735,0
21569,113,1025.522339,0
21569,113,985.892517,0
21569,113,993.305603,0
21569,113,994.907043,0
21569,113,991.378845,0
21569,113,997.637207,0
21569,113,1011.493958,0
21569,113,1016.236206,0
21569,113,981.802429,0
21569,113,988.218628,0
21569,113,999.503906,0
21569,113,1017.141113,0
21569,113,1009.633606,0
21569,113,997.797546,0
21569,113,993.949707,0
21569,113,1024.359253,0
21569,113,1003.202881,0
21569,113,989.108704,0
21569,113,1006.180908,0
21569,113,996.393494,0
21569,113,991.524109,0
21569,113,998.631042,0
21569,113,1014.305664,0
21569,113,1000.56781,0
21569,113,1003.872498,0
21569,113,989.173401,0
21569,113,1005.870789,0
21569,113,1001.638672,0
21569,113,999.023499,0
21569,113,988.833679,0
21569,113,1018.815002,0
21569,113,1029.803833,0
21569,113,1014.061157,0
21569,113,993.700134,0
21569,113,992.757751,0
21569,113,999.239685,0
21569,113,1001.462952,0
21569,102,999.791992,0
21569,102,1013.650818,0
21569,102,999.007507,0
21569,102,1020.501831,0
21569,102,993.659912,0
21569,102,998.959473,0
21569,102,1000.18396,0
21569,102,997.837646,0
21569,102,1007.126587,0
21569,102,1017.392761,0
21569,102,998.38269,0
21569,102,1002.349243,0
21569,102,994.874878,0
21569,102,999.239685,0
21569,102,980.791504,0
21569,102,979.428406,0
21569,102,997.00354,0
21569,102,1012.569031,0
21569,102,1018.131592,0
21569,102,1000.271973,0
21569,102,989.375549,0
21569,102,985.21875,0
21569,102,1000.591797,0
21569,102,1031.573608,0
21569,102,992.878662,0
21569,102,1000.303955,0
21569,102,1032.550293,0
21569,102,1017.777954,0
21569,102,990.652283,0
21569,102,987.586975,0
21569,102,1011.082581,0
21569,102,999.207703,0
21569,102,1000.783691,0
21569,102,1015.566833,0
21569,102,1028.427979,0
21569,102,1000.943542,0
21569,102,992.532104,0
21569,102,1013.082397,0
21569,102,1048.198486,0
21569,102,1034.841064,0
21569,102,1000.775696,0
21569,102,977.245117,0
21569,102,978.921875,0
21569,102,1007.3172,0
21569,102,999.431824,0
21569,102,1001.997986,0
21569,102,1013.192993,0
21569,102,993.233093,0
21569,102,1008.396729,0
21569,102,1012.458374,0
21569,102,999.847961,0
21569,102,1015.488037,0
21569,102,1005.146729,0
21569,102,1007.658691,0
21569,102,1003.3703,0
21569,102,1019.395874,0
21569,102,1028.529053,0
21569,102,1008.111084,0
21569,102,971.539001,0
21569,102,954.299744,0
21569,102,1013.832336,0
21569,102,1039.553711,0
21569,102,1025.881104,0
21569,102,999.647949,0
21569,102,1003.163025,0
21569,102,987.611267,0
21569,102,993.434448,0
21569,102,993.434448,0
21569,102,997.12384,0
21569,102,1037.828491,0
21569,102,1044.245239,0
21569,102,1002.085815,0
21569,102,983.015747,0
21569,102,1003.585571,0
21569,102,1007.809509,0
21569,102,988.056702,0
21569,102,986.192688,0
21569,102,994.585327,0
21569,102,1030.456177,0
21569,102,1019.66272,0
21569,102,1015.448669,0
21569,102,1033.719482,0
21569,102,1020.721313,0
21569,102,992.499878,0
21569,102,971.967102,0
21569,102,1001.103394,0
21569,102,1026.520386,0
21569,102,1039.546021,0
21569,102,1010.13269,0
21569,102,997.829651,0
21569,102,1002.859924,0
21569,102,992.943115,0
21569,102,998.895386,0
21569,102,1005.154724,0
21569,102,990.151489,0
21569,102,1002.213562,0
21569,102,1025.132202,0
21569,102,1028.474609,0
21569,102,1001.734497,0
21569,102,990.724976,0
21569,102,998.326599,0
21569,102,982.812317,0
21569,102,1011.509766,0
21569,102,1020.979919,0
21569,102,1015.094055,0
21569,102,1017.211853,0
21569,102,1046.831421,0
21569,102,1024.835571,0
21569,102,993.063965,0
21569,102,996.650391,0
21569,102,1001.766418,0
21569,102,1007.634827,0
21569,102,1000.43988,0
21569,102,978.619446,0
21569,102,942.388428,0
21569,102,952.949097,0
21569,102,995.204529,0
21569,102,1046.640381,0
21569,102,1056.128784,0
21569,102,1016.708435,0
21569,102,988.817505,0
21569,102,986.525208,0
21569,102,992.161255,0
21569,102,1023.703064,0
21569,102,1023.914062,0
21569,-1,998.366638,2
21569,-1,994.625549,2
21569,-1,1000.271973,2
21569,-1,1014.644775,2
21569,-1,1018.273071,2
21569,-1,1013.042969,2
21569,-1,1023.796875,2
21569,-1,1006.991577,2
21569,-1,979.18335,2
21569,-1,984.016235,2
21569,-1,1020.305847,2
21569,-1,1026.278687,2
21569,-1,1018.650085,2
21569,-1,1013.177185,2
21569,-1,997.725403,2
21569,-1,1011.280396,2
21569,-1,1008,2
21569,-1,997.196045,2
21569,-1,1018.123779,2
21569,-1,1015.12561,2
21569,-1,1047.404419,2
21569,-1,1071.298218,2
21569,-1,1103.40564,2
21569,-1,1103.949219,2
21569,-1,1088.367554,2
21569,-1,1039.161255,2
21569,-1,1047.687012,2
21569,-1,1105.94751,2
21569,-1,1068.876099,2
21569,-1,997.316406,2
21569,-1,917.788635,2
21569,-1,845.373291,2
21569,-1,796.532471,2
21569,-1,839.390259,2
21569,-1,973.948669,2
21569,-1,1089.748535,2
21569,-1,1142.334473,2
21569,-1,1180.596436,2
21569,-1,1284.05603,2
21569,-1,1270.873657,2
21569,-1,1218.740356,2
21569,-1,1120.6427,2
21569,-1,1261.402344,2
21569,-1,1393.212158,2
21569,-1,1276.144165,2
21569,-1,1083.763794,2
21569,-1,920.956055,2
21569,-1,887.143738,2
21569,-1,929.085571,2
21569,-1,856.962097,2
21569,-1,821.880798,2
21569,-1,830.315613,2
21569,-1,815.901978,2
21569,-1,768.052063,2
21569,-1,812.699219,2
21569,-1,845.893616,2
21569,-1,924.380859,2
21569,-1,1008.967773,2
21569,-1,1053.679321,2
21569,-1,1112.898926,2
21569,-1,1126.104736,2
21569,-1,1053.519775,2
21569,-1,992.685242,2
21569,-1,1007.920654,2
21569,-1,989.173401,2
21569,-1,991.959656,2
21569,-1,1000.991516,2
21569,-1,1034.709595,2
21569,-1,1031.395142,2
21569,-1,962.338806,2
21569,-1,927.672363,2
21569,-1,1023.421692,2
21569,-1,1055.037476,2
21569,-1,974.236084,2
21569,-1,879.672668,2
21569,-1,815.548889,2
21569,-1,879.536255,2
21569,-1,903.433472,2
21569,-1,946.319214,2
21569,-1,1010.74231,2
21569,-1,1012.569031,2
21569,-1,1017.927307,2
21569,-1,1030.673584,2
21569,-1,1051.277344,2
21569,-1,1031.302124,2
21569,-1,1008.745728,2
21569,-1,969.964966,2
21569,-1,958.548889,2
21569,-1,1006.109314,2
21569,-1,1026.442383,2
21569,-1,1013.177185,2
21569,-1,990.95105,2
21569,-1,1004.613342,2
21569,-1,955.430786,2
21569,-1,967.685913,2
21569,-1,946.353027,2
21569,-1,996.040161,2
21569,-1,1027.455078,2
21569,-1,991.628967,2
21569,-1,1022.225037,2
21569,-1,1026.730713,2
21569,-1,937.997864,2
21569,-1,967.181458,2
21569,-1,1002.604614,2
21569,-1,958.265076,2
21569,-1,979.84491,2
21569,-1,1057.400635,2
21569,-1,1062.269287,2
21569,-1,992.886719,2
21569,-1,1048.557129,2
21569,-1,1014.684204,2
21569,-1,1120.606934,2
21569,-1,1131.017212,2
21569,-1,945.515747,2
21569,-1,838.894531,2
21569,-1,1042.711792,2
21569,-1,956.276123,2
21569,-1,960.241638,2
21569,-1,1040.622925,2
21569,-1,1056.643799,2
21569,-1,888.477356,2
21569,-1,914.881409,2
21569,-1,996.096375,2
21569,-1,992.983398,2
21569,-1,982.747192,2
21569,-1,963.070068,0
21569,-1,953.226074,0
21569,-1,977.7771,0
21569,-1,1035.513428,0
21569,-1,1021.911926,0
21569,-1,1008.991577,0
21569,-1,1016.291321,0
21569,-1,1018.689331,0
21569,-1,1000.399902,0
21569,-1,1013.20874,0
21569,-1,1040.161499,0
21569,-1,1019.89801,0
21569,-1,1011.38324,0
21569,-1,1011.628418,0
21569,-1,1002.189575,0
21569,-1,1026.94104,0
21569,-1,992.040344,0
21569,-1,1046.816162,0
21569,-1,1007.57135,0
21569,-1,983.162231,0
21569,-1,957.538513,0
21569,-1,911.464783,0
21569,-1,787.553162,0
21569,-1,1021.03479,0
21569,-1,998.647095,0
21569,-1,1049.449341,0
21569,-1,1092.710449,0
21569,-1,1002.843933,0
21569,-1,911.420898,0
21569,-1,1128.801147,0
21569,-1,1103.057617,0
21569,-1,967.073914,0
21569,-1,962.870728,0
21569,-1,988.971191,0
21569,-1,1015.66925,0
21569,-1,1005.098999,0
21569,-1,1011.841858,0
21569,-1,1017.101746,0
21569,-1,1020.65863,0
21569,-1,997.220154,0
21569,-1,988.736572,0
21569,-1,994.327942,0
21569,-1,939.140015,0
21569,-1,1016.42511,0
21569,-1,1034.268799,0
21569,-1,972.263367,0
21569,-1,1019.788208,0
21569,-1,1022.631897,0
21569,-1,955.012024,0
21569,-1,1012.094849,0
21569,-1,1053.944946,0
21569,-1,976.729248,0
21569,-1,962.546631,0
21569,-1,1066.530884,0
21569,-1,1036.501831,0
21569,-1,987.35199,0
21569,-1,1038.105957,0
21569,-1,1056.643799,0
21569,-1,923.315735,0
21569,-1,950.805969,0
21569,-1,1003.107178,0
21569,-1,947.932495,0
21569,-1,947.637085,0
21569,-1,964.622192,0
21569,-1,985.835693,0
21569,-1,996.481812,0
21569,-1,1024.531128,0
21569,-1,1028.497925,0
21569,-1,1047.641113,0
21569,-1,1045.056885,0
21569,-1,1048.167969,0
21569,-1,1041.314575,0
21569,-1,977.850708,0
21569,-1,967.661072,0
21569,-1,922.648376,0
21569,-1,967.520569,0
21569,-1,1034.957031,0
21569,-1,1017.526428,0
21569,-1,995.839355,0
21569,-1,986.663086,0
21569,-1,1090.056885,0
21569,-1,1091.619019,0
21569,-1,947.155762,0
21569,-1,915.248596,0
21569,-1,1070.730591,0
21569,-1,947.333069,0
21569,-1,791.242065,0
21569,-1,947.839661,0
21569,-1,1134.682373,0
21569,-1,1087.654297,0
21569,-1,999.791992,0
21569,-1,1017.943054,0
21569,-1,939.14856,0
21569,-1,745.954407,0
21569,-1,682.313721,0
21569,-1,809.799988,0
21569,-1,965.939941,0
21569,-1,1172.730103,0
21569,-1,1128.744385,0
21569,-1,1164.446655,0
21569,-1,1196.675415,0
21569,-1,1169.71106,0
21569,-1,1091.487061,0
21569,-1,1132.183716,0
21569,-1,1171.125977,0
21569,-1,1093.427612,0
21569,-1,1023.828125,0
21569,-1,1096.145996,0
21569,-1,1148.508545,0
21569,-1,1188.350098,0
21569,-1,1194.400269,0
21569,-1,1168.397217,0
21569,-1,1090.709839,0
21569,-1,1036.903076,0
21569,-1,982.747192,0
21569,-1,944.88092,0
21569,-1,825.067261,0
21569,-1,871.825684,0
21569,-1,898.371887,0
21569,-1,1076.319702,0
21569,-1,1167.068115,0
21569,-1,1088.536621,0
21569,-1,1090.093628,0
21569,-1,1116.523193,0
21569,-1,1132.120117,0
21569,93,1061.101318,1
21569,93,1120.692627,1
21569,93,1118.291504,1
21569,93,1104.601318,1
21569,93,1030.14563,1
21569,93,1012.979736,1
21569,93,1195.966553,1
21569,93,888.639404,1
21569,93,1167.753418,1
21569,93,1195.926392,1
21569,93,1136.936279,1
21569,93,1170.114502,1
21569,93,928.189636,1
21569,93,1125.251953,1
21569,93,1249.518311,1
21569,93,957.446594,1
21569,93,636.716553,1
21569,93,644.099365,1
21569,93,763.633423,1
21569,93,969.618469,1
21569,93,1368.181274,1
21569,93,1726.837524,1
21569,93,1093.091064,1
21569,93,900.311035,1
21569,93,1104.246338,1
21569,93,1010.330627,1
21569,93,1066.110718,1
21569,93,1073.454224,1
21569,93,1038.352539,1
21569,93,1032.604492,1
21569,93,1016.83429,1
21569,93,1027.953247,1
21569,93,1038.999512,1
21569,93,1028.093384,1
21569,93,1038.876343,1
21569,93,1041.091675,1
21569,93,1010.069275,1
21569,93,1034.02124,1
21569,93,1029.648438,1
21569,93,1047.320435,1
21569,93,1022.013672,1
21569,93,996.642334,1
21569,93,1030.060181,1
21569,93,1073.558594,1
21569,93,991.427246,1
21569,93,1004.390381,1
21569,93,1040.199951,1
21569,93,957.212646,1
21569,93,1041.391357,1
21569,93,971.077759,1
21569,93,1132.960693,1
21569,93,1230.837158,1
21569,93,962.638062,1
21569,93,872.275208,1
21569,93,816.529236,1
21569,93,1097.145386,1
21569,93,1352.532471,1
21569,93,1084.759888,1
21569,93,916.567505,1
21569,93,1049.662842,1
21569,93,1103.151855,1
21569,93,889.6651,1
21569,93,769.352966,1
21569,93,775.2677,1
21569,93,823.203491,1
21569,93,1006.379639,1
21569,93,1138.209106,1
21569,93,1066.763306,1
21569,93,905.953613,1
21569,93,908.273071,1
21569,93,1030.463989,1
21569,93,1017.691528,1
21569,93,1082.145996,1
21569,93,1279.799927,1
21569,93,1092.52002,1
21569,93,934.143433,1
21569,93,960.44989,1
21569,93,1005.154724,1
21569,93,988.963074,1
21569,93,1120.414185,1
21569,93,1027.540771,1
21569,93,946.919189,1
21569,93,973.094055,1
21569,93,1013.650818,1
21569,93,1078.969849,1
21569,93,1044.957397,1
21569,93,951.470459,1
21569,93,904.98175,1
21569,93,893.317383,1
21569,93,970.888245,1
21569,93,957.605347,1
21569,93,910.068115,1
21569,93,994.303772,1
21569,93,1263.499878,1
21569,93,1384.491211,1
21569,93,1032.751709,1
21569,93,815.313416,1
21569,93,855.532593,1
21569,93,1108.231079,1
21569,93,1148.592163,1
21569,93,979.191528,1
21569,93,895.714233,1
21569,93,976.237671,1
21569,93,1014.471313,1
21569,93,1078.495239,1
21569,93,920.469421,1
21569,93,931.106873,1
21569,93,1118.148438,1
21569,93,1114.830933,1
21569,93,961.972961,1
21569,93,866.440979,1
21569,93,947.772095,1
21569,93,1095.781006,1
21569,93,1008.452271,1
21569,93,938.185486,1
21569,93,878.598877,1
21569,93,994.561218,1
21569,93,1134.153442,1
21569,93,1167.856201,1
21569,93,995.80719,1
21569,93,1029.182251,1
21569,93,1090.218384,1
21569,93,1000.391907,1
21569,93,892.582764,1
21569,93,868.340942,1
21569,90,1090.658569,1
21569,90,1308.745972,1
21569,90,1236.368896,1
21569,90,1017.172546,1
21569,90,844.151672,1
21569,90,794.168762,1
21569,90,928.741089,1
21569,90,1106.345337,1
21569,90,1270.804443,1
21569,90,860.939026,1
21569,90,661.851929,1
21569,90,915.589417,1
21569,90,952.26886,1
21569,90,907.797363,1
21569,90,973.307739,1
21569,90,925.263184,1
21569,90,1148.459839,1
21569,90,1843.422852,1
21569,90,876.447388,1
21569,90,932.30896,1
21569,90,1105.433838,1
21569,90,1016.13385,1
21569,90,979.51825,1
21569,90,1035.227539,1
21569,90,1137.780273,1
21569,90,1073.990723,1
21569,90,1104.637451,1
21569,90,1073.677734,1
21569,90,1058.217407,1
21569,90,1030.246582,1
21569,90,989.844421,1
21569,90,1044.773682,1
21569,90,1024.812134,1
21569,90,1017.612915,1
21569,90,1015.55896,1
21569,90,1038.013428,1
21569,90,1085.062256,1
21569,90,998.446777,1
21569,90,1016.83429,1
21569,90,1055.370972,1
21569,90,1015.850403,1
21569,90,913.90155,1
21569,90,929.257751,1
21569,90,1030.363037,1
21569,90,1199.213135,1
21569,90,1114.084351,1
21569,90,1073.588379,1
21569,90,974.835388,1
21569,90,1015.27533,1
21569,90,1073.379761,1
21569,90,1069.92334,1
21569,90,1025.452148,1
21569,90,977.015869,1
21569,90,1029.780518,1
21569,90,1031.992188,1
21569,90,995.501892,1
21569,90,954.165588,1
21569,90,1072.007446,1
21569,90,1101.235718,1
21569,90,1063.954834,1
21569,90,1019.019165,1
21569,90,1034.408081,1
21569,90,1018.304443,1
21569,90,1055.234619,1
21569,90,1059.146851,1
21569,90,1170.524658,1
21569,90,1244.668579,1
21569,90,1284.654053,1
21569,90,1243.742798,1
21569,90,1070.401733,1
21569,90,836.688721,1
21569,90,573.243408,1
21569,90,638.773804,1
21569,90,1812.776855,1
21569,90,1255.324707,1
21569,90,763.298096,1
21569,90,926.256958,1
21569,90,1046.724365,1
21569,90,896.464172,1
21569,90,959.533203,1
21569,90,1349.613281,1
21569,90,1218.956909,1
21569,90,859.590576,1
21569,90,935.74353,1
21569,90,1076.95874,1
21569,90,994.150879,1
21569,90,986.833313,1
21569,90,1012.695435,1
21569,90,1028.140015,1
21569,90,1007.380737,1
21569,90,1068.718872,1
21569,90,1082.020386,1
21569,90,971.876526,1
21569,90,912.464783,1
21569,90,1070.648438,1
21569,90,1184.148682,1
21569,90,1085.474976,1
21569,90,883.800903,1
21569,90,866.985596,1
21569,90,1050.96521,1
21569,90,1014.628967,1
21569,90,1032.666504,1
21569,90,876.620789,1
21569,90,939.651001,1
21569,90,1109.796387,1
21569,90,1110.603394,1
21569,90,967.710693,1
21569,90,926.144714,1
21569,90,1059.848999,1
21569,90,1242.886963,1
21569,90,961.715149,1
21569,90,1055.79541,1
21569,90,1245.285522,1
21569,90,1373.328857,1
21569,90,1338.470825,1
21569,90,1278.511597,1
21569,90,1157.963745,1
21569,90,1161.020264,1
21569,90,1230.915161,1
21569,90,1147.044922,1
21569,90,862.415222,1
21569,90,616.259705,1
21569,90,613.944641,1
21569,90,740.010803,1
21569,90,669.351929,1
21569,90,961.13269,1
21569,90,2396.026611,1
21569,90,1636.205322,1
21569,90,1405.161865,1
21569,90,961.640259,1
21569,90,1035.38208,1
21569,90,1224.424805,1
21569,90,975.163574,1
21569,90,805.630188,1
21569,90,760.673401,1
21569,90,852.319214,1
21569,90,873.997742,1
21569,90,910.744751,1
21569,90,986.208923,1
21569,90,1083.896729,1
21569,90,1195.103394,1
21569,90,1301.943115,1
21569,90,1101.97644,1
21569,90,1332.732544,1
21569,90,1285.768311,1
21569,90,976.008179,1
21569,90,796.361755,1
21569,90,1016.999512,1
21569,90,1142.474487,1
21569,90,1172.907471,1
21569,90,1163.518799,1
21569,90,1062.111084,1
21569,90,1055.469604,1
21569,90,961.748413,1
21569,90,930.591187,1
21569,90,1031.558105,1
21569,90,1003.489929,1
21569,90,1010.726501,1
21569,90,991.911316,1
21569,90,926.835449,1
21569,90,920.191284,1
21569,90,961.873169,1
21569,90,1279.631226,1
21569,90,1468.218018,1
21569,90,1036.555786,1
21569,90,985.762634,1
21569,90,1110.711426,1
21569,90,1202.257935,1
21569,90,1059.214844,1
21569,90,991.782227,1
21569,90,1080.311035,1
21569,90,1029.92041,1
21569,90,874.290588,1
21569,90,932.523438,1
21569,90,1106.070557,1
21569,90,1263.778442,1
21569,90,1154.012085,1
21569,90,1004.199158,1
21569,90,985.178162,1
21569,90,1114.967285,1
21569,90,1092.183105,1
21569,90,1046.724365,1
21569,90,908.132141,1
21569,90,877.459961,1
21569,90,953.964355,1
21569,90,1047.770996,1
21569,90,1077.782959,1
21569,90,1075.769531,1
21569,90,1140.841797,1
21569,90,1032.54248,1
21569,90,877.642273,1
21569,90,953.872131,1
21569,90,1054.878174,1
21569,90,982.901855,1
21569,90,971.283691,1
21569,90,1059.463989,1
21569,90,1133.532471,1
21569,90,968.380066,1
21569,90,842.937744,1
21569,90,1017.612915,1
21569,90,1128.716064,1
21569,90,961.532104,1
21569,90,979.060791,1
21569,90,1130.621094,1
21569,90,1108.498047,1
21569,90,1115.77771,1
21569,90,1223.901978,1
21569,90,1219.737671,1
21569,90,1018.304443,1
21569,90,922.726379,1
21569,90,1073.096436,1
21569,90,1193.5896,1
21569,90,1198.952881,1
21569,90,1028.241211,1
21569,90,911.815796,1
21569,90,968.504028,1
21569,90,1179.74231,1
21569,90,1196.889282,1
21569,90,1102.818237,1
21569,90,1093.025146,1
21569,90,1146.123901,1
21569,90,1200.553223,1
21569,90,1097.765015,1
21569,90,958.540527,1
21569,90,979.256836,1
21569,90,1017.306274,1
21569,90,969.890686,1
21569,90,981.802429,1
21569,90,1055.984863,1
21569,90,1059.244995,1
21569,90,1085.135986,1
21569,90,1007.134521,1
21569,90,1061.455566,1
21569,90,1069.265137,1
21569,90,1061.885132,1
21569,90,1017.754395,1
21569,90,961.947998,1
21569,90,923.887451,1
21569,90,875.460999,1
21569,90,986.208923,1
21569,90,1140.168457,1
21569,90,1202.570557,1
21569,90,1037.890137,1
21569,90,951.705811,1
21569,90,1057.854492,1
21569,90,1094.787598,1
21569,90,1090.093628,1
21569,90,1008.991577,1
21569,90,958.048035,1
21569,90,1017.990173,1
21569,95,1051.338135,0
21569,95,1105.448364,0
21569,95,1101.192139,0
21569,95,1047.297485,0
21569,95,1010.330627,0
21569,95,1066.35083,0
21569,95,1018.524414,0
21569,95,982.934387,0
21569,95,1040.261475,0
21569,95,1081.043945,0
21569,95,1073.983276,0
21569,95,1060.912842,0
21569,95,1008.269775,0
21569,95,907.330139,0
21569,95,1003.242737,0
21569,95,1073.051758,0
21569,95,1110.171143,0
21569,95,1037.990356,0
21569,95,1015.913391,0
21569,95,1005.687805,0
21569,95,1017.518555,0
21569,95,1048.129761,0
21569,95,1028.217896,0
21569,95,1027.80542,0
21569,95,1070.252319,0
21569,95,1079.918457,0
21569,95,1035.590698,0
21569,95,1010.457336,0
21569,95,1027.571899,0
21569,95,1026.64502,0
21569,95,1042.48938,0
21569,95,1043.072388,0
21569,95,1025.576904,0
21569,95,1026.021484,0
21569,95,990.854187,0
21569,95,1035.575195,0
21569,95,1045.783936,0
21569,95,1028.505737,0
21569,95,1019.599915,0
21569,95,1028.404541,0
21569,95,1039.207397,0
21569,95,1001.087402,0
21569,95,1048.465576,0
21569,95,1052.516968,0
21569,95,1016.739868,0
21569,95,1076.349365,0
21569,95,1072.753418,0
21569,95,1069.796265,0
21569,95,1076.297363,0
21569,95,1072.208984,0
21569,95,1033.765991,0
21569,95,986.062866,0
21569,95,998.190369,0
21569,95,1002.06189,0
21569,95,1059.222412,0
21569,95,1051.452271,0
21569,95,958.415344,0
21569,95,946.927673,0
21569,95,1006.387573,0
21569,95,1016.928711,0
21569,95,1025.350708,0
21569,95,1063.669067,0
21569,95,1070.229858,0
21569,95,1039.184326,0
21569,95,990.111084,0
21569,95,1028.505737,0
21569,95,1075.613281,0
21569,95,1020.478333,0
21569,95,991.136719,0
21569,95,991.507935,0
21569,95,1057.120605,0
21569,95,1048.381592,0
21569,95,1045.171753,0
21569,95,1089.043579,0
21569,95,1066.988281,0
21569,95,1008.333252,0
21569,95,1048.244263,0
21569,95,1095.415894,0
21569,95,1108.548584,0
21569,95,1048.587646,0
21569,95,994.947205,0
21569,95,1001.702576,0
21569,95,1021.355957,0
21569,95,1048.885132,0
21569,95,1046.747314,0
21569,95,1009.411682,0
21569,95,947.358459,0
21569,95,996.200806,0
21569,95,1071.925415,0
21569,95,1050.607422,0
21569,95,1017.526428,0
21569,95,1062.728516,0
21569,95,1066.628296,0
21569,95,1042.427979,0
21569,95,1045.692139,0
21569,95,1073.826782,0
21569,95,1048.65625,0
21569,95,1026.909912,0
21569,95,1052.463745,0
21569,95,1062.593018,0
21569,95,1053.952515,0
21569,95,1042.358887,0
21569,95,1023.921875,0
21569,95,1014.408203,0
21569,95,1006.769104,0
21569,95,1043.609131,0
21569,95,1036.802734,0
21569,95,1090.174316,0
21569,95,1125.052856,0
21569,95,1089.072998,0
21569,95,1011.533508,0
21569,95,1002.029968,0
21569,95,1070.282227,0
21569,95,1140.638428,0
21569,95,1156.588135,0
21569,95,1130.670654,0
21569,95,1114.622803,0
21569,95,1142.474487,0
21569,95,1162.287354,0
21569,95,1096.452515,0
21569,95,1055.21936,0
21569,95,1037.581787,0
21569,95,1109.673828,0
21569,95,1127.673706,0
21569,95,1064.646362,0
21569,95,1018.36731,0
21569,95,943.779663,0
21569,95,859.302063,0
21569,95,996.361389,0
21569,95,1130.614014,0
21569,95,1035.482544,0
21569,95,988.129517,0
21569,95,1021.293274,0
21569,95,974.572754,0
21569,95,971.810669,0
21569,95,898.834778,0
21569,95,935.769226,0
21569,95,1013.887573,0
21569,95,997.516907,0
21569,95,1007.070984,0
21569,95,1044.383057,0
21569,95,986.11969,0
21569,95,927.241089,0
21569,95,890.321289,0
21569,95,947.189514,0
21569,95,989.634277,0
21569,95,1022.944763,0
21569,95,1011.6521,0
21569,95,1028.777954,0
21569,95,989.173401,0
21569,95,835.358582,0
21569,95,1047.052979,0
21569,95,1269.26123,0
21569,95,1060.030151,0
21569,95,1011.849792,0
21569,95,1060.399902,0
21569,95,994.086487,0
21569,95,854.78418,0
